age,assists,assists_per90,cards_red,cards_yellow,games,games_starts,goals,goals_assists,goals_assists_pens_per90,goals_assists_per90,goals_pens,goals_pens_per90,goals_per90,id,minutes,minutes_90s,nationality,pens_att,pens_made,player,position
32,18,0.48,0,1,38,38,29,47,1.01,1.25,20,0.53,0.77,1,3371,37.5,eg EGY,9,9,Mohamed Salah,MF
